FacilityName,FacilityAddress,Violation,Disposition,DispositionDate
FUSION BAR & GRILL,"15535 NEW HAMPSHIRE AVENUE , SILVER SPRING, MD 20905",INSPECTIONS GENERALLY,HEARING; LICENSE REVOKED,10/05/2016
OUTBACK STEAKHOUSE,"13703 GEORGIA AVEUE , SILVER SPRING, MD 20906",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,04/24/2017
SUSHI KO,"5455 WISCONSIN AVENUE , CHEVY CHASE, MD 20815",SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/06/2017
4935 BAR & KITCHEN,"4935 CORDELL AVENUE , BETHESDA, MD 20814",DISORDERLY HOUSE,SETTLED; $1000 + ALERT,12/13/2017
GESTE FOODS & WINE,"4801 EDGEMOOR LANE , BETHESDA, MD 20814",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,HEARING; TWO DAY SUSPENSION,02/02/2017
FUSION BAR & GRILL,"15535 NEW HAMPSHIRE AVENUE , SILVER SPRING, MD 20905",DISORDERLY HOUSE,HEARING; LICENSE REVOKED,10/05/2016
HONEY PIG,"19727 FREDERICK ROAD , GERMANTOWN, MD 20876",STORAGE,SETTLED; $600 + ALERT (3 UNAPPROVED SOURCES),06/14/2018
MUDDY BRANCH BEER & WINE,"836 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; $1000.00 + SETTLED,07/25/2016
POCKET BAR & GRILL,"15535 NEW HAMPSHIRE AVENUE , SILVER SPRING, MD 20905",SALE TO MINOR,SETTLED; $1000.00 + ALERTR,05/03/2017
THE DAILY DISH,"8301 GRUBB RAOD A, SILVER SPRING, MD 20910",STORAGE,SETTLED; $1200+ALERT,12/14/2018
MOONLIGHT BAR,"8035 SNOUFFER SCHOOL RD , GAITHERSBURG, MD 20879",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500+ALERT,09/05/2018
LILIT CAFE,"7921 OLD GEORGETOWN RD , BETHESDA, MD 20814",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500 + ALERT,12/18/2017
WESTLAKE BEER & WINE,"10442 AUTOPARK AVENUE , BETHESDA, MD 20817",SALE TO MINOR,SETTLED; $1000+ALERT,03/29/2018
JOSE'S GRILL,"11423 GEORGIA AVE. , WHEATON, MD 20902",SALE TO MINOR,SETTLED; $1000.00 +ALERT,09/09/2016
GOSHEN PLAZA BEER & WINE,"9150 ROTHBURY DR , MONTGOMERY VILLAGE, MD 20886",SALE TO MINOR,SETTLED; $1000+ALERT,08/31/2018
CAFE DELUXE,"4910 ELM STREET , BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $1000 + ALERT,10/09/2017
BAR LOUIE WHEATON,"11160 VEIRS MILL RD , WHEATON, MD 20902",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,10/19/2018
CLARKSBURG GROCERIES BEER & WINE,"23329 FREDERICK ROAD , CLARKSBURG, MD 20871",SALE TO MINOR,SETTLED;$2500+ALERT,10/12/2018
DAILY GRILL,"1 BETHESDA METRO CENTER , BETHESDA, MD 20814",SALE TO MINOR,"SETTLED, $2,500 + ALERT",01/31/2017
CHEESE & WINE SHOPPE,"2501 ENNALLS AVE. , WHEATON, MD 20902",SALE/SERVICE TO INTOXICATED PATRON,SETTLED; $2500 + ALERT,02/01/2018
4935 BAR & KITCHEN,"4935 CORDELL AVENUE , BETHESDA, MD 20814",ACTS CONTRARY TO LAW,SETTLED; $2500 + ALERT,12/13/2017
LA MEXICANA,"13016 MIDDLEBROOK ROAD , GERMANTOWN, MD 20874",SALE TO MINOR,SETTLED; $1000+ALERT,08/31/2018
EL AGUILA,"7926 GEORGIA AVENUE , SILVER SPRING, MD 20910",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,07/25/2017
LE PAIN QUOTIDIEN,"7140 BETHESDA LANE , BETHESDA, MD 20814",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; 100 + ALERT,04/04/2018
PANDORA SEAFOOD HOUSE,"36 A MARYLAND AVENUE , ROCKVILLE, MD 20850",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$500+ALERT,07/19/2018
SIRIWAN THAI RESTAURANT,"736 CLOVERLY STREET , SILVER SPRING, MD 20905",SALE TO MINOR,SETTLED; $1000.00 + ALERT,05/12/2017
SOCIETY RESTAURANT & LOUNGE,"8229 GEORGIA AVE , SILVER SPRING, MD 20910",SELLING/SERVING ALCOHOL AFTER PERMITTED HOURS,SETTLED; $1000+ALERT,02/04/2019
WOODSIDE DELI,"9329 GEORGIA AVE. , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000 + ALERT,01/03/2018
EL ANDARIEGO,"5 OLNEY SANDY SPRING ROAD , ASHTON, MD 20861",SALE TO MINOR,SETTLED;$1000+ALERT,09/07/2018
GAITHERSBURG SUPERMARKET,"220 EAST DIAMOND AVENUE , GAITHERSBURG, MD 20877",SALE TO MINOR,SETTLED; $1000.00 + ALERT,08/16/2016
LA COLOMBIANA RESTAURANT,"11216 GRANDVIEW AVENUE , WHEATON, MD 20902",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,07/03/2017
WORLD OF BEER,"196 B EAST MONTGOMERY AVE. , ROCKVILLE, MD 20850",SALE TO MINOR,SETTLED; $1000+ALERT,12/10/2018
FOOD STOP MINI MART,"4820 BOILING BROOK PARKWAY , ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $2500.00 + ALERT,04/14/2016
NEW YORK J & P PIZZA,"26027 RIDGE ROAD , DAMASCUS, MD 20872",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500+ALERT,09/06/2018
SLIGO PARK GOLF COURSE SNACK BAR,"9701 SLIGO CREEK PARKWAY , SILVER SPRING, MD 20901",SALE TO MINOR,SETTLED; $1000.00 + ALERT,06/02/2016
MILLER'S ALE HOUSE,"1471 ROCKVILLE PIKE , ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $2500.00 + ALERT,02/26/2016
DIAMOND SQUARE BEER & WINE,"38 BUREAU DRIVE , GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; $1000+ALERT,09/07/2018
QUINCY'S BAR & GRILLE,"616 QUINCE ORCHARD ROAD , GAITHERSBURG, MD 20878",SALE/SERVICE TO INTOXICATED PATRON,SETTLED; $1000.00 + ALERT,07/19/2017
MEXICAN GRILL,"19710 FISHER AVENUE , POOLESVILLE, MD 20837",SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/03/2017
3 STAR CONVENIENCE STORE,"18524 WOODFIELD ROAD , GAITHERSBURG, MD 20879",SALE TO MINOR,SEETLED; $1000+ALERT,09/10/2018
MIDDLEBROOK DISCOUNT B&W,"19601 FREDERICK RD , GERMANTOWN, MD 20876",SALE TO MINOR,SETTLED;$1000+ALERT,08/13/2018
EL SOL SALVADOREAN & MEXICAN RESTAURANT,"13881 OUTLET DRIVE C, SILVER SPRING, MD 20904",RECORDS INVOICE VIOLATION,SETTLED; $500+ALERT,09/07/2018
TALBOTT BEER & WINE,"1071 ROCKVILLE PIKE , ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/30/2017
TACO BAR,"3 RUSSELL AVE A, GAITHERSBURG, MD 20877",SALE TO MINOR,SETTLED; $1000 + ALERT,09/05/2017
QUICK STOP BEER & WINE,"21101 FREDERICK AVENUE , GERMANTOWN, MD 20876",SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/03/2017
URBAN CRAWFISH,"670 QUINCE ORCHARD RD , GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; $1000.00,02/09/2017
GISELES CREOLE CUISINE,"2407 PRINCE AVENUE , SILVER SPRING, MD 20902",SALE TO MINOR,SETTLED; $1000 + ALERT,08/14/2017
BARKING MAD CAFE,"239 SPECTRUM AVENUE , GAITHERSBURG, MD 20879",SALE TO MINOR,SETTLED; $1000+ALERT,09/11/2018
MINERVA INDIAN CUISINE,"16240 FREDERICK ROAD , GAITHERSBURG, MD 20877",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500 + ALERT,04/23/2018
LINCOLN'S BAR-B-Q,"931 ELLSWORTH DRIVE , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000+ALERT,05/01/2018
CALIFORNIA PIZZA KITCHEN,"7101 DEMOCRACY BLVD. , BETHESDA, MD 20817",SALE TO MINOR,SETTLED; $1000 + ALERT,10/17/2017
PANDORA SEAFOOD HOUSE,"36 A MARYLAND AVENUE , ROCKVILLE, MD 20850",REFILLING EMPTY/PARTIALLY EMPTY ALCOHOLIC BOTTLES,SETTLED;$1000+ALERT,07/19/2018
FONTINA GRILLE,"801 PLEASANT DRIVE , ROCKVILLE, MD 20850",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,08/10/2017
HIBACHI SUSHI SUPREME BUFFET,"8 BUREAU DRIVE , GAITHERSBURG, MD 20878",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,$500+ALERT,12/18/2018
SUPER CHICKEN,"12611 H WISTERIA DRIVE , GERMANTOWN, MD 20874",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$500+ALERT,09/28/2018
BRANDED 72,"387 EAST GUDE DRIVE , ROCKVILLE, MD 20850",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500 + ALERT,12/12/2017
GUDE DELI,"14809 SOUTHLAWN LANE , ROCKVILLE, MD 20850",SALE TO MINOR,SETTLED; $1000 + ALERT,02/14/2017
MAMMA LUCIA,"4916 ELM STREET , BETHESDA, MD 20814",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500 + ALERT,12/05/2017
HIBACHI SUSHI SUPREME BUFFET,"8 BUREAU DRIVE , GAITHERSBURG, MD 20878",RECORDS INVOICE VIOLATION,SETTLED; $500+ALERT,06/14/2018
ISLAND PRIDE OASIS,"617 SOUTH FREDERICK AVENUE , GAITHERSBURG, MD 20877",LICENSE NOT PROPERLY DISPLAYED,SETTLED; $100.00 + ALERT,07/07/2017
CHIPOTLE MEXICAN GRILL,"7624 OLD GEORGETOWN ROAD , BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $2500.00 + ALERT,06/24/2016
EL SOL SALVADOREAN & MEXICAN RESTAURANT,"13881 OUTLET DRIVE C, SILVER SPRING, MD 20904",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500.00 + ALERT,01/20/2016
APPLEBEE'S,"21048 FREDERICK RD , GERMANTOWN, MD 20876",SALE TO MINOR,SETTLED;  $1000.00 + ALERT,01/23/2017
FOOD STOP MINI MART,"4820 BOILING BROOK PARKWAY , ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $2500.00 + ALERT,06/09/2017
ABI AZTECA GRILL,"11514 MIDDLEBROOK RD. , GERMANTOWN, MD 20874",RECORDS INVOICE VIOLATION,SETTLED; $500 + ALERT,12/20/2017
TIGER BEER WINE DELI,"303 N. WASHINGTON STREET , ROCKVILLE, MD 20850",SALE TO MINOR,SETTELD; $1000.00 + ALERT,02/27/2017
ODALIS,"8215 GEORGIA AVENUE , SILVER SPRING, MD 20910",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500 + ALERT,06/12/2018
OGEI'S CHICKEN & SUBS,"293 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",SALE/SERVICE TO INTOXICATED PATRON,HEARING; LICENSE REVOKED; STAY PENDING APPEAL,05/31/2016
RUMBA Y CARBON,"11222 GRANDVIEW AVENUE , GAITHERSBURG, MD 20902",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500+ALERT,08/31/2018
FENWICK BEER & WINE,"1327 FENWICK LANE , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED;  $2500.00 + ALERT,03/03/2016
PERUVIAN CHICKEN & GRILL,"26400 RIDGE RD , DAMASCUS, MD 20872",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTED;$100+ALERT,07/24/2018
SOCIETY RESTAURANT & LOUNGE,"8229 GEORGIA AVE , SILVER SPRING, MD 20910",DISPENSING LIQUOR BY BOTTLE FOR CONSUMPTION ONSITE,SETTLED; $1000+ALERT,08/29/2018
TACO BAR,"10003 FIELDS ROAD B, GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; $1000+ALERT,09/14/2018
THE BARKING DOG,"4723 ELM STREET , BETHESDA, MD 20814",SALE/SERVICE TO INTOXICATED PATRON,HEARING; ONE WEEK SUSPENSION,06/16/2016
CLARKSBURG GROCERIES BEER & WINE,"23329 FREDERICK ROAD , CLARKSBURG, MD 20871",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED;$100+ALERT,10/12/2018
RINCON PERUANO,"210 EAST DIAMOND ST , GAITHERSBURG, MD 20877",SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/27/2017
RUMBA Y CARBON,"11222 GRANDVIEW AVENUE , GAITHERSBURG, MD 20902",SALE TO MINOR,SETTLED; $1000+ALERT,08/31/2018
RUAN THAI,"11407 AMHERST AVE. , WHEATON, MD 20902",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,07/24/2017
BAR LOUIE,"150 GIBBS STREET , ROCKVILLE, MD 20850",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.0 + ALERT,09/06/2016
I STAR COFFEE,"8777 B1 1ST AVENUE , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000.00,10/30/2018
RIVERSIDE HOTPOT CUISINE,"820 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500+ALERT,12/07/2018
NORTHWEST PARK GOLF SNACK BAR,"15701 LAYHILL ROAD , SILVER SPRING, MD 20906",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,12/06/2017
EVA LOUNGE,"953 BONIFANT STREET , SILVER SPRING, MD 20910",SELLING/SERVING ALCOHOL AFTER PERMITTED HOURS,SETTLED;$1000+ALERT,11/09/2018
CHUY'S,"12266 ROCKVILLE PIKE , ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $1000.00 + ALERT,03/08/2017
WOK EXPRESS,"9615 LOST KNIFE ROAD , GAITHERSBURG, MD 20877",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100.00 + ALERT,06/08/2016
ROCK BOTTOM BREWERY,"7900 NORFOLK AVE. , BETHESDA, MD 20814",RECORDS INVOICE VIOLATION,SETTLED; $500 + ALERT,12/28/2017
CHIPOTLE MEXICAN GRILL,"4471 WILLIARD AVENUE , CHEVY CHASE, MD 20815",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,12/29/2016
HUNAN DELIGHT,"18220 VILLAGE MART DRIVE , OLNEY, MD 20832",SALE TO MINOR,SETTLED; $2500.00 + ALERT,03/31/2017
LIMARIA POLLO A LA BRASA,"74 BUREAU DRIVE , GAITHERSBURG, MD 20878",SALE TO MINOR,SETTLED; 1000+ALERT,08/13/2018
MI PUEBLITO RESTAURANT,"6 NORTH SUMMIT AVENUE , GAITHERSBURG, MD 20877",RECORDS INVOICE VIOLATION,SETTLED; $500 + ALERT,03/22/2018
NOODLES & COMPANY,"177 KENTLANDS BLVD. SUITE 100, GAITHERSBURG, MD 20878",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $500.00 + ALERT,07/01/2016
CANCUN MEXICAN CUISINE,"117 E. DIAMOND AVE. , GAITHERSBURG, MD 20877",LICENSE NOT PROPERLY DISPLAYED,SETTLED; $100 + ALERT,11/06/2017
SENOR TEQUILA'S,"20021 CENTURY BLVD. , GERMANTOWN, MD 20874",SALE TO MINOR,SETTLED;$1000+ALERT,09/06/2018
SHANGRI-LA,"7345 WISCONSIN AVENUE A, BETHESDA, MD 20814",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100+ALERT,01/29/2018
OGEI'S CHICKEN & SUBS,"293 MUDDY BRANCH ROAD , GAITHERSBURG, MD 20878",DISORDERLY HOUSE,HEARING; LICENSE REVOKED; STAY PENDING APPEAL,05/31/2016
WOK EXPRESS,"9615 LOST KNIFE ROAD , GAITHERSBURG, MD 20877",SALE/SERVICE TO INTOXICATED PATRON,SETTLED; $1000.00 + ALERT,06/08/2016
IRON AGE,"1054 ROCKVILLE PIKE , ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED;$2500+ALERT,11/13/2018
SILVER SPRING HILTON HOTEL,"8727 COLESVILLE ROAD , SILVER SPRING, MD 20910",SALE TO MINOR,"SETTLED; $2,500 + ALERT",02/04/2016
GLENMONT BEER WINE & DELI,"12351 GEORGIA AVE. , WHEATON, MD 20906-3649",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED; $500.00 + ALERT,05/16/2017
GENTLEMAN JIM'S RESTAURANT,"18917 EARHART COURT , GAITHERSBURG, MD 20879",SELLING/SERVING ALCOHOL AFTER PERMITTED HOURS,SETTLED; $1000 + ALERT,11/09/2017
BUMP N GRIND,"1200 EAST WEST HWY , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $1000 + ALERT,02/20/2018
UPCOUNTY FINE WINE & BEER,"23229 STRINGTOWN RD. , CLARKSBURG, MD 20871",SALE TO MINOR,SETTLED; $1000+ALERT,08/30/2018
SHANGRI-LA,"7345 WISCONSIN AVENUE A, BETHESDA, MD 20814",SALE TO MINOR,SETTLED; $1000 + ALERT,01/29/2018
POTOMAC BEER & WINE,"9700 TRAVILAH GATEWAY DRIVE , ROCKVILLE, MD 20850",SALE TO MINOR,SETTLED; $1000.00 +ALERT,03/29/2017
NEW YORK J & P PIZZA,"26027 RIDGE ROAD , DAMASCUS, MD 20872",AGE OF EMPLOYEE VIOLATION,SETTLED;$1000+ALERT,09/06/2018
CAFE 20/20,"4880 BOILING BROOK PARKWAY , ROCKVILLE, MD 20852",SALE TO MINOR,SETTLED; $1000.00 + ALERT,03/10/2017
KEMP MILL BEER WINE & DELI,"1339 LAMBERTON DRIVE , SILVER SPRING, MD 20902-3414",SALE TO MINOR,SETTLED; $1000 + ALERT,04/20/2018
THE THAI CUISINE RESTAURANT,"757 HUNGERFORD DRIVE , ROCKVILLE, MD 20850",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,08/10/2017
IRENE'S PUPUSAS,"12391 GEORGIA AVENUE , SILVER SPRING, MD 20906",SALE TO MINOR,SETTLED; $2500.00 + ALERT,05/26/2017
SMASHBURGER (ROCKVILLLE),"1800 ROCKVILLE PIKE , ROCKVILLE, MD 20852",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 FINE + ALERT,11/02/2016
BONCHON OF GERMANTOWN,"19775 FREDERICK ROAD , GERMANTOWN, MD 20876",SALE TO MINOR,SETTLED; $1000.00 + ALERT,01/30/2017
FAIRFIELD INN-GERMANTOWN,"20025 CENTURY BLVD , GERMANTOWN, MD 20874",SALE TO MINOR,SETTLED; $1000.00 + ALERT,02/16/2017
RESTAURANT POLLOS EL MESON,"615 SOUTH FREDERICK AVENUE , GAITHERSBURG, MD 20877",STORAGE,"SETTLED;$4,400+ALERT",08/02/2018
"CURACION NAILS, BODY & SUCESS SANCTUARY","11308 GRANDVIEW AVENUE , SILVER SPRING, MD 20902",ALCOHOL AWARENESS CERTIFIED PERSON NOT ON PREMISES,SETTLED; $100 + ALERT,10/25/2017
ABYSSINIA RESTAURANT,"8221 GEORGIA AVENUE , SILVER SPRING, MD 20910",SALE TO MINOR,SETTLED; $2500 + ALERT,02/27/2018
MEZEH MEDITERRANEAN GRILL,"262 CROWN PARK AVENUE , GAITHERSBURG, MD 20878",EMPLOYEE RECORDS NOT AVAILABLE WHEN REQUESTED,SETTLED;$500+ALERT,10/30/2018
ZEN ASIAN GRILL SUSHI,"15602 OLD COLUMBIA PIKE , BURTONSVILLE , MARYLAND - 20866",5.4 ALCOHOL AWARENESS CERTIFICATION,$500 +ALERT,09/18/2022
CADDIES ON CORDELL,"4922 CORDELL AVENUE , BETHESDA , MARYLAND - 20814",6.2 SALES OR SERVICE TO INTOXICATED PERSONS/CONSUMPTION OR POSSESSION BY INTOXICATED PERSONS,$1000 +ALERT,09/27/2022
CADDIES ON CORDELL,"4922 CORDELL AVENUE , BETHESDA , MARYLAND - 20814",5.0 COMPLIANCE WITH LAWS AND REGULATIONS,$1000 +ALERT,09/27/2022
CADDIES ON CORDELL,"4922 CORDELL AVENUE , BETHESDA , MARYLAND - 20814","5.5 RECORDS
 VIOLATION",$500 +ALERT,09/27/2022
CADDIES ON CORDELL,"4922 CORDELL AVENUE , BETHESDA , MARYLAND - 20814",6.1 SALES OR SERVICE TO MINORS/CONSUMPTION OR POSSESSION OF MINORS,$1000 +ALERT,09/27/2022
CADDIES ON CORDELL,"4922 CORDELL AVENUE , BETHESDA , MARYLAND - 20814",5.1 LICENSEE'S RESPONSIBILITY,$1000 +ALERT,09/27/2022
PRIME BEER & WINE,"12842 NEW HAMPSHIRE AVE , SILVER SPRING , MARYLAND - 20904",5.0 COMPLIANCE WITH LAWS AND REGULATIONS,$1000 +ALERT,10/18/2022
BASSETT'S RESTAURANT,"19950 FISHER AVENUE , POOLESVILLE , MARYLAND - 20837","5.5 RECORDS
 VIOLATION",$500 +ALERT,11/02/2022
BASSETT'S RESTAURANT,"19950 FISHER AVENUE , POOLESVILLE , MARYLAND - 20837",6.8 ALCOHOLIC BEVERAGE CONTAINERS- REFILLING/TAMPERING,$200 +ALERT,11/02/2022
BASSETT'S RESTAURANT,"19950 FISHER AVENUE , POOLESVILLE , MARYLAND - 20837","5.11 BEVERAGES FROM FAUCETS, SPIGOTS, ETC./LABELING",$400 +ALERT,11/02/2022
TOPGOLF,"20051 CENTURY BLVD. , GERMANTOWN , MARYLAND - 20874","5.11 BEVERAGES FROM FAUCETS, SPIGOTS, ETC./LABELING",$200 +ALERT,11/02/2022
JONGRO BBQ,"11160 VEIRS MILL RD. , WHEATON , MARYLAND - 20902",6.9 STORAGE,$1800 +ALERT,11/02/2022
